,Renda_anual,N_criancas,N_adolescentes,N_dias_ultima_compra,Gastos_Frutas,Gastos_carne,Gastos_peixe,Gastos_doce,Gastos_ouro,Compras_desconto,Compras_site_empresa,Compras_catalago,Compras_lojas,N_visitas_site_empresa,Aceita_campanha3,Aceita_campanha4,Aceita_campanha5,AcceptedCmp1,Aceita_campanha2,Reclamacoes,Idade,marital_divorciado,marital_casado,marital_solteiro,casados juntos,viúva conjugal,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,cluster
42,79941.0,0,0,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,44,0,0,1,0,0,0,0,1,0,0,3.0
43,7500.0,0,0,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,24,0,1,0,0,0,1,0,0,0,0,3.0
44,41728.0,1,0,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,52,0,0,0,1,0,0,0,1,0,0,3.0
45,72550.0,1,1,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,66,0,1,0,0,0,0,0,0,0,1,3.0
46,65486.0,0,1,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,63,0,0,0,0,1,0,0,1,0,0,1.0
47,79143.0,0,0,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,1,0,0.0
48,35790.0,1,0,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,43,0,0,1,0,0,0,0,1,0,0,0.0
49,82582.0,0,0,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,43,1,0,0,0,0,0,0,1,0,0,1.0
51,82384.0,0,0,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,65,0,0,0,1,0,0,0,0,1,0,3.0
52,70287.0,0,0,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,54,1,0,0,0,0,0,0,1,0,0,1.0
53,27938.0,1,0,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,32,0,0,1,0,0,0,0,1,0,0,3.0
54,55954.0,0,1,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,1,3.0
56,66653.0,1,1,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,45,0,0,0,1,0,0,0,1,0,0,0.0
57,61823.0,0,1,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,68,0,0,1,0,0,0,0,1,0,0,1.0
58,67680.0,0,1,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,69,0,0,0,0,1,0,0,0,0,1,1.0
59,70666.0,0,0,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,72,0,0,0,1,0,0,0,1,0,0,0.0
60,25721.0,1,0,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,49,0,1,0,0,0,0,0,1,0,0,3.0
61,32474.0,1,1,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,53,0,0,0,1,0,0,0,1,0,0,0.0
62,88194.0,0,1,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,41,0,0,1,0,0,1,0,0,0,0,0.0
63,69096.0,0,1,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,62,0,0,0,1,0,0,0,1,0,0,0.0
64,74854.0,1,2,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,50,0,0,0,1,0,0,0,1,0,0,0.0
65,66991.0,0,0,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,66,0,1,0,0,0,0,0,0,1,0,3.0
66,65031.0,0,1,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,61,0,1,0,0,0,0,0,1,0,0,0.0
67,60631.0,1,1,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,1,0.0
68,28332.0,0,0,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,68,0,1,0,0,0,0,0,1,0,0,0.0
69,40246.0,1,0,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,43,1,0,0,0,0,0,0,1,0,0,3.0
70,75251.0,0,0,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,1,0,0.0
71,75825.0,0,0,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,44,0,0,1,0,0,0,0,1,0,0,0.0
72,26326.0,0,0,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,44,0,0,0,1,0,1,0,0,0,0,0.0
73,56046.0,0,0,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,55,0,0,0,1,0,0,0,1,0,0,1.0
75,26304.0,1,0,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,51,0,1,0,0,0,0,0,1,0,0,1.0
76,23559.0,1,0,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,47,0,1,0,0,0,1,0,0,0,0,0.0
79,29440.0,1,1,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,60,0,1,0,0,0,0,0,1,0,0,1.0
80,36138.0,1,1,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,50,0,1,0,0,0,0,0,0,1,0,3.0
81,50388.0,0,1,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,63,0,0,1,0,0,0,0,1,0,0,3.0
83,54178.0,0,1,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,53,0,0,0,1,0,0,0,1,0,0,3.0
84,42394.0,1,0,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,1,0,0.0
85,23626.0,1,0,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,1,2.0
87,47916.0,0,1,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,60,0,0,0,0,1,0,0,1,0,0,0.0
88,51813.0,1,1,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,48,1,0,0,0,0,0,0,1,0,0,0.0
91,47823.0,0,1,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,60,0,0,1,0,0,1,0,0,0,0,2.0
92,34554.0,0,1,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,61,0,0,1,0,0,0,0,0,0,1,1.0
93,85693.0,0,1,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,41,0,0,0,1,0,0,0,1,0,0,1.0
94,65846.0,0,0,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,75,0,1,0,0,0,0,0,0,0,1,0.0
95,87195.0,0,0,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,61,0,1,0,0,0,0,0,1,0,0,3.0
97,49096.0,1,1,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,56,0,1,0,0,0,0,0,1,0,0,3.0
98,52413.0,0,2,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,51,0,1,0,0,0,0,0,1,0,0,1.0
99,38557.0,1,0,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,42,0,0,1,0,0,0,0,1,0,0,3.0
100,89058.0,0,0,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,1,0,1.0
102,68126.0,0,0,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,29,0,0,1,0,0,0,0,0,0,1,0.0
103,57288.0,0,1,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,57,0,0,0,1,0,0,0,0,1,0,0.0
104,86037.0,0,0,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,29,0,0,1,0,0,0,0,1,0,0,0.0
105,43974.0,1,0,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,1,1.0
106,50785.0,1,1,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,58,0,0,1,0,0,0,0,1,0,0,1.0
107,90765.0,0,0,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,50,0,1,0,0,0,0,0,1,0,0,3.0
108,36550.0,1,0,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,42,0,1,0,0,0,1,0,0,0,0,0.0
109,30753.0,1,1,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,53,0,0,0,1,0,1,0,0,0,0,3.0
110,21918.0,1,0,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,51,0,0,0,1,0,0,0,1,0,0,0.0
112,32557.0,1,0,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,53,0,0,1,0,0,0,0,0,1,0,0.0
113,19510.0,2,0,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,1,0,3.0
115,101970.0,0,0,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,37,0,0,1,0,0,0,0,1,0,0,3.0
116,71488.0,0,0,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,55,0,0,0,1,0,1,0,0,0,0,3.0
117,79607.0,0,0,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,36,0,0,1,0,0,0,0,1,0,0,2.0
118,54348.0,1,1,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,1,0,3.0
119,77376.0,1,1,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,64,0,0,0,1,0,0,0,0,0,1,0.0
120,62998.0,0,1,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,68,0,1,0,0,0,0,0,1,0,0,0.0
121,61331.0,1,1,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,62,0,0,1,0,0,0,0,0,1,0,1.0
122,73448.0,0,0,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,51,0,1,0,0,0,0,0,1,0,0,0.0
123,41551.0,1,1,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,1,3.0
124,62981.0,0,0,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,53,0,0,0,1,0,0,0,0,0,1,0.0
125,9548.0,1,0,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,44,1,0,0,0,0,0,1,0,0,0,3.0
126,33762.0,2,1,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,61,0,1,0,0,0,0,0,0,0,1,0.0
127,35860.0,1,1,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,47,0,0,1,0,0,0,0,0,0,1,1.0
128,36921.0,1,1,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,1,3.0
129,92859.0,0,0,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,1,0,1.0
131,86111.0,0,0,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,58,0,1,0,0,0,0,0,1,0,0,0.0
132,68352.0,0,1,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,1,0.0
133,41883.0,1,0,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0.0
134,59809.0,0,2,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,44,0,1,0,0,0,0,0,1,0,0,0.0
135,23957.0,1,0,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,45,0,1,0,0,0,0,0,1,0,0,1.0
136,38547.0,1,0,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,39,0,0,0,1,0,0,0,1,0,0,2.0
138,49605.0,0,0,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,1,0,0.0
139,59354.0,0,2,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,1,0,0.0
140,65747.0,0,1,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,51,0,1,0,0,0,0,0,1,0,0,0.0
141,46344.0,0,1,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,48,0,0,0,1,0,1,0,0,0,0,0.0
143,61010.0,0,1,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,68,0,0,0,1,0,0,0,0,0,1,0.0
144,69372.0,0,0,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,71,0,0,0,1,0,0,0,1,0,0,1.0
145,49967.0,0,1,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,62,0,0,1,0,0,0,0,1,0,0,1.0
146,60199.0,1,2,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,42,0,0,1,0,0,0,0,1,0,0,0.0
147,55375.0,0,1,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,43,0,0,0,1,0,0,0,1,0,0,3.0
148,80317.0,0,0,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,65,0,0,1,0,0,0,0,1,0,0,3.0
149,30523.0,2,1,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,62,0,0,1,0,0,0,0,0,1,0,2.0
150,70356.0,0,0,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,75,0,1,0,0,0,0,0,0,0,1,1.0
151,23228.0,1,0,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0.0
152,74165.0,0,0,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,1,3.0
153,43482.0,2,1,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,54,0,0,0,1,0,0,0,1,0,0,1.0
154,62551.0,0,0,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,67,1,0,0,0,0,0,0,1,0,0,2.0
155,52332.0,0,0,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,61,1,0,0,0,0,0,0,1,0,0,0.0
156,66951.0,0,0,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,32,0,0,1,0,0,0,0,1,0,0,0.0
158,33456.0,1,1,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,55,0,0,0,1,0,0,0,1,0,0,3.0
159,28718.0,1,0,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,38,0,1,0,0,0,0,0,1,0,0,3.0
160,50447.0,2,0,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,50,0,1,0,0,0,0,0,1,0,0,3.0
161,53537.0,1,1,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,61,0,0,0,1,0,0,0,0,0,1,1.0
162,52074.0,0,1,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,53,0,0,1,0,0,0,0,1,0,0,3.0
163,80427.0,0,1,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,1,3.0
164,83837.0,0,0,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,72,0,1,0,0,0,0,0,0,0,1,1.0
165,38853.0,1,1,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,1,3.0
166,38285.0,2,1,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,61,0,0,0,1,0,0,0,1,0,0,0.0
168,51650.0,0,1,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,1,3.0
169,16248.0,1,0,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,32,0,1,0,0,0,1,0,0,0,0,3.0
171,30477.0,1,0,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,1,0,1.0
173,25271.0,1,0,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,37,0,1,0,0,0,0,0,1,0,0,0.0
174,32303.0,0,1,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,1,3.0
176,74068.0,0,0,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,44,0,1,0,0,0,0,0,1,0,0,3.0
179,66973.0,0,0,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,1,2.0
180,38872.0,1,0,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,32,0,1,0,0,0,0,0,1,0,0,0.0
181,51148.0,1,1,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,47,0,1,0,0,0,0,0,1,0,0,0.0
183,69661.0,0,0,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0.0
184,80067.0,0,0,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,66,0,1,0,0,0,0,0,1,0,0,0.0
185,86718.0,0,0,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,66,0,1,0,0,0,0,0,1,0,0,3.0
186,46854.0,1,1,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,47,0,0,1,0,0,0,0,0,0,1,0.0
187,69142.0,0,1,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,68,1,0,0,0,0,0,0,1,0,0,1.0
188,75922.0,0,0,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,52,0,0,1,0,0,0,0,1,0,0,1.0
190,102160.0,0,0,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,43,0,0,0,1,0,0,0,0,0,1,3.0
191,40637.0,1,1,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,55,0,0,1,0,0,0,0,0,0,1,0.0
192,18890.0,0,0,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,36,0,0,1,0,0,0,0,0,1,0,1.0
193,29604.0,1,0,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,1.0
194,48721.0,1,1,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,1,0,0.0
196,64497.0,0,1,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,66,1,0,0,0,0,0,0,1,0,0,2.0
197,46097.0,0,1,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,64,0,0,0,1,0,0,0,1,0,0,3.0
198,77972.0,0,0,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,66,0,0,0,1,0,0,0,1,0,0,0.0
199,44377.0,1,1,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,1,3.0
200,46014.0,1,1,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,1,0,0.0
201,70951.0,0,0,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,35,0,1,0,0,0,0,0,1,0,0,3.0
202,41443.0,1,0,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,43,0,1,0,0,0,0,0,1,0,0,0.0
203,52195.0,2,1,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,42,0,0,1,0,0,1,0,0,0,0,3.0
204,83790.0,0,0,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,72,0,1,0,0,0,0,0,0,1,0,0.0
205,44551.0,0,1,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,66,0,0,0,0,1,0,0,0,1,0,0.0
206,69508.0,1,0,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,40,0,0,0,1,0,0,0,1,0,0,1.0
207,45204.0,1,0,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,32,0,0,0,1,0,1,0,0,0,0,0.0
208,72460.0,0,0,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,51,0,1,0,0,0,0,0,1,0,0,1.0
209,77622.0,0,2,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,50,0,0,0,1,0,0,0,0,0,1,0.0
210,30732.0,1,0,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,1,3.0
211,63887.0,0,1,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,58,1,0,0,0,0,0,0,1,0,0,0.0
212,42011.0,1,0,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,42,0,0,0,1,0,0,0,1,0,0,0.0
214,51537.0,0,1,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,68,1,0,0,0,0,0,0,1,0,0,1.0
215,79930.0,0,0,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,1,1.0
216,34320.0,1,0,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,1,1.0
218,81975.0,0,1,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,58,1,0,0,0,0,1,0,0,0,0,3.0
219,38590.0,1,0,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,49,0,0,0,1,0,0,0,1,0,0,0.0
220,15033.0,0,0,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,69,0,0,1,0,0,0,0,1,0,0,0.0
221,62745.0,0,1,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,55,0,1,0,0,0,0,0,0,0,1,1.0
222,22212.0,1,0,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,45,0,1,0,0,0,1,0,0,0,0,3.0
223,23661.0,1,0,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,1,0,1.0
224,79761.0,0,1,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,62,0,0,1,0,0,0,0,0,0,1,3.0
225,7500.0,1,0,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,47,0,0,1,0,0,0,0,1,0,0,0.0
226,73455.0,0,0,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,52,0,0,0,0,1,0,0,1,0,0,2.0
227,64961.0,0,1,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,62,0,0,0,1,0,0,0,1,0,0,0.0
